Entrada/Saída;Data;Movimentação;Produto;Instituição;Quantidade;Preço unitário;Valor da Operação
Credito;05/08/2022;Rendimento;HSML11 - HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;MODAL DTVM LTDA;56; R$0,65 ; R$36,40 
Credito;03/08/2022;Transferência - Liquidação;HSML11 - HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;MODAL DTVM LTDA;10; R$78,42 ; R$784,20 
Debito;03/08/2022;Transferência - Liquidação;IVVB11 - ISHARE S&P 500 FIC EM FUNDO DE INDICE IE;MODAL DTVM LTDA;5; R$234,00 ; R$1.170,00 
Debito;03/08/2022;Transferência - Liquidação;KLBN4 - KLABIN S/A;MODAL DTVM LTDA;550; R$3,92 ; R$2.156,00 
Credito;28/07/2022;Transferência - Liquidação;ALZR11 - ALIANZA TRUST RENDA IMOBILIARIA - FUNDO DE INVESTIMENTO IMOBILIARIO;MODAL DTVM LTDA;30; R$113,00 ; R$3.390,25 
Credito;28/07/2022;Transferência - Liquidação;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;MODAL DTVM LTDA;10; R$98,72 ; R$987,20 
Credito;28/07/2022;Transferência - Liquidação;CVBI11 - FDO INV. IMOB. VBI CRI;MODAL DTVM LTDA;20; R$96,70 ; R$1.934,00 
Credito;28/07/2022;Transferência - Liquidação;HSML11 - HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;MODAL DTVM LTDA;10; R$77,94 ; R$779,40 
Credito;28/07/2022;Transferência - Liquidação;ITSA4 - ITAUSA S/A;MODAL DTVM LTDA;30; R$8,55 ; R$256,50 
Credito;28/07/2022;Transferência - Liquidação;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;MODAL DTVM LTDA;4; R$7,93 ; R$31,72 
Credito;28/07/2022;Transferência - Liquidação;KNRI11 - KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII;MODAL DTVM LTDA;30; R$134,50 ; R$4.035,10 
Debito;28/07/2022;Transferência - Liquidação;URPR11 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;MODAL DTVM LTDA;77; R$108,70 ; R$8.369,90 
Credito;25/07/2022;Rendimento;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;MODAL DTVM LTDA;23; R$0,82 ; R$18,86 
Credito;21/07/2022;Transferência - Liquidação;HSML11 - HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;MODAL DTVM LTDA;1; R$77,16 ; R$77,16 
Credito;20/07/2022;Transferência - Liquidação;HSML11 - HSI MALL FDO INV IMOB;MODAL DTVM LTDA;7; R$77,34 ; R$541,38 
Credito;20/07/2022;Transferência - Liquidação;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;MODAL DTVM LTDA;4; R$100,09 ; R$400,36 
Credito;19/07/2022;Juros Sobre Capital Próprio;VIVT3 - TELEFONICA BRASIL S/A;CLEAR CORRETORA - GRUPO XP;28; R$0,16 ; R$3,81 
Credito;19/07/2022;Juros Sobre Capital Próprio;VIVT3 - TELEFONICA BRASIL S/A;CLEAR CORRETORA - GRUPO XP;28; R$0,37 ; R$8,90 
Credito;19/07/2022;Juros Sobre Capital Próprio;VIVT3 - TELEFONICA BRASIL S/A;CLEAR CORRETORA - GRUPO XP;28; R$0,17 ; R$3,96 
Credito;19/07/2022;Juros Sobre Capital Próprio;VIVT3 - TELEFONICA BRASIL S/A;CLEAR CORRETORA - GRUPO XP;28; R$0,09 ; R$2,11 
Credito;19/07/2022;Juros Sobre Capital Próprio;VIVT3 - TELEFONICA BRASIL S/A;CLEAR CORRETORA - GRUPO XP;28; R$0,36 ; R$8,50 
Credito;19/07/2022;Juros Sobre Capital Próprio;VIVT3 - TELEFONICA BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;11; R$0,36 ; R$3,35 
Credito;15/07/2022;Rendimento;CVBI11 - FDO INV. IMOB. VBI CRI;MODAL DTVM LTDA;22; R$1,30 ; R$28,60 
Credito;15/07/2022;Transferência - Liquidação;IVVB11 - ISHARE S&P 500 FIC EM FUNDO DE INDICE IE;MODAL DTVM LTDA;16; R$223,95 ; R$3.583,20 
Debito;14/07/2022;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;MODAL DTVM LTDA;145; R$25,30 ; R$3.668,50 
Credito;14/07/2022;Rendimento;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;MODAL DTVM LTDA;1550; R$0,10 ; R$155,00 
Credito;14/07/2022;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;MODAL DTVM LTDA;118; R$1,15 ; R$135,70 
Credito;14/07/2022;Rendimento;URPR11 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;MODAL DTVM LTDA;20; R$1,85 ; R$37,00 
Credito;14/07/2022;Rendimento;URPR13 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;16; R$1,00 ; R$16,00 
Credito;14/07/2022;Rendimento;URPR14 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;41; R$1,00 ; R$41,00 
Credito;14/07/2022;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;MODAL DTVM LTDA;40; R$0,70 ; R$28,00 
Credito;14/07/2022;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;MODAL DTVM LTDA;143; R$0,70 ; R$100,10 
Credito;11/07/2022;Transferência;URPR11 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;MODAL DTVM LTDA;57; - ; - 
Debito;11/07/2022;Transferência;URPR11 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;57; - ; - 
Credito;07/07/2022;Transferência - Liquidação;CSAN3 - COSAN S.A.;MODAL DTVM LTDA;9; R$17,18 ; R$154,62 
Credito;07/07/2022;Rendimento;HSML11 - HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;MODAL DTVM LTDA;38; R$0,65 ; R$24,70 
Credito;07/07/2022;Transferência - Liquidação;ITSA4 - ITAUSA S/A;MODAL DTVM LTDA;20; R$8,22 ; R$164,40 
Credito;07/07/2022;Transferência - Liquidação;PSSA3 - PORTO SEGURO S/A;MODAL DTVM LTDA;8; R$18,06 ; R$144,48 
Credito;05/07/2022;Atualização;URPR11 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;16; - ; - 
Credito;05/07/2022;Atualização;URPR11 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;41; - ; - 
Debito;04/07/2022;Venda;Tesouro Selic 2025;MODAL DTVM LTDA;1,34; R$11.816,18 ; R$15.833,68 
Credito;01/07/2022;Transferência - Liquidação;HASH11 - HASHDEX NASDAQ CRYPTO INDEX FUNDO DE ÍNDICE;MODAL DTVM LTDA;15; R$17,35 ; R$260,25 
Credito;01/07/2022;Juros Sobre Capital Próprio;ITSA4 - ITAUSA S/A;NU INVEST CORRETORA DE VALORES S.A.;607; R$0,02 ; R$12,14 
Credito;01/07/2022;Transferência - Liquidação;IVVB11 - ISHARE S&P 500 FIC EM FUNDO DE INDICE IE;MODAL DTVM LTDA;1; R$217,16 ; R$217,16 
Credito;30/06/2022;Juros Sobre Capital Próprio;BBAS3 - BANCO DO BRASIL S/A;MODAL DTVM LTDA;63; R$0,25 ; R$13,40 
Credito;28/06/2022;Transferência - Liquidação;TAEE11 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;MODAL DTVM LTDA;133; R$39,10 ; R$5.200,63 
Debito;28/06/2022;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;MODAL DTVM LTDA;400; R$13,06 ; R$5.224,00 
Credito;24/06/2022;Rendimento;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;MODAL DTVM LTDA;23; R$0,72 ; R$16,56 
Credito;24/06/2022;Juros Sobre Capital Próprio;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;201; R$0,10 ; R$17,62 
Credito;24/06/2022;Juros Sobre Capital Próprio;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;74; R$0,10 ; R$6,48 
Credito;21/06/2022;Transferência - Liquidação;CSAN3 - COSAN S.A.;MODAL DTVM LTDA;20; R$18,47 ; R$369,40 
Credito;21/06/2022;Transferência - Liquidação;HASH11 - HASHDEX NASDAQ CRYPTO INDEX FUNDO DE ÍNDICE;MODAL DTVM LTDA;20; R$17,43 ; R$348,60 
Credito;21/06/2022;Transferência - Liquidação;ITSA4 - ITAUSA S/A;MODAL DTVM LTDA;40; R$8,62 ; R$344,80 
Credito;21/06/2022;Transferência - Liquidação;KLBN4 - KLABIN S/A;MODAL DTVM LTDA;50; R$4,00 ; R$200,00 
Credito;21/06/2022;Transferência - Liquidação;PSSA3 - PORTO SEGURO S/A;MODAL DTVM LTDA;15; R$18,27 ; R$274,05 
Credito;20/06/2022;Transferência;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;MODAL DTVM LTDA;11; - ; - 
Debito;20/06/2022;Transferência;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Credito;17/06/2022;Transferência - Liquidação;CSAN3 - COSAN S.A.;MODAL DTVM LTDA;50; R$18,50 ; R$925,00 
Credito;17/06/2022;Rendimento;CVBI11 - FDO INV. IMOB. VBI CRI;NU INVEST CORRETORA DE VALORES S.A.;22; R$1,50 ; R$33,00 
Credito;17/06/2022;Transferência - Liquidação;ITSA4 - ITAUSA S/A;MODAL DTVM LTDA;100; R$8,68 ; R$868,00 
Credito;17/06/2022;Transferência - Liquidação;KLBN4 - KLABIN S/A;MODAL DTVM LTDA;500; R$4,05 ; R$2.025,00 
Credito;17/06/2022;Compra;Tesouro Selic 2025;MODAL DTVM LTDA;1,34; R$11.751,56 ; R$15.747,09 
Credito;15/06/2022;Transferência - Liquidação;CSAN3 - COSAN S.A.;MODAL DTVM LTDA;50; R$19,24 ; R$962,00 
Credito;15/06/2022;Transferência - Liquidação;HASH11 - HASHDEX NASDAQ CRYPTO INDEX FUNDO DE ÍNDICE;MODAL DTVM LTDA;100; R$20,02 ; R$2.002,00 
Credito;15/06/2022;Transferência - Liquidação;ITSA4 - ITAUSA S/A;MODAL DTVM LTDA;150; R$8,80 ; R$1.320,00 
Credito;15/06/2022;Transferência - Liquidação;IVVB11 - ISHARE S&P 500 FIC EM FUNDO DE INDICE IE;MODAL DTVM LTDA;20; R$211,04 ; R$4.220,80 
Credito;15/06/2022;Transferência - Liquidação;PSSA3 - PORTO SEGURO S/A;MODAL DTVM LTDA;50; R$18,78 ; R$939,00 
Credito;15/06/2022;Atualização;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Credito;15/06/2022;Transferência - Liquidação;SMAL11 - ISHARES BM&FBOVESPA SMALL CAP FUNDO DE INDICE;MODAL DTVM LTDA;30; R$97,41 ; R$2.922,30 
Credito;14/06/2022;Transferência;BBAS3 - BANCO DO BRASIL S/A;MODAL DTVM LTDA;63; - ; - 
Debito;14/06/2022;Transferência;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;63; - ; - 
Credito;14/06/2022;Transferência;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;MODAL DTVM LTDA;145; - ; - 
Debito;14/06/2022;Transferência;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;145; - ; - 
Credito;14/06/2022;Transferência;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;MODAL DTVM LTDA;23; - ; - 
Debito;14/06/2022;Transferência;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;23; - ; - 
Credito;14/06/2022;Transferência;CVBI11 - FDO INV. IMOB. VBI CRI;MODAL DTVM LTDA;22; - ; - 
Debito;14/06/2022;Transferência;CVBI11 - FDO INV. IMOB. VBI CRI;NU INVEST CORRETORA DE VALORES S.A.;22; - ; - 
Credito;14/06/2022;Transferência;HASH11 - HASHDEX NASDAQ CRYPTO INDEX FUNDO DE ÍNDICE;MODAL DTVM LTDA;187; - ; - 
Debito;14/06/2022;Transferência;HASH11 - HASHDEX NASDAQ CRYPTO INDEX FUNDO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;187; - ; - 
Credito;14/06/2022;Transferência;HSML11 - HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;MODAL DTVM LTDA;38; - ; - 
Debito;14/06/2022;Transferência;HSML11 - HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;38; - ; - 
Credito;14/06/2022;Transferência;ITSA4 - ITAUSA S/A;MODAL DTVM LTDA;607; - ; - 
Debito;14/06/2022;Transferência;ITSA4 - ITAUSA S/A;NU INVEST CORRETORA DE VALORES S.A.;607; - ; - 
Credito;14/06/2022;Transferência;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;MODAL DTVM LTDA;1550; - ; - 
Debito;14/06/2022;Transferência;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;1550; - ; - 
Credito;14/06/2022;Rendimento;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;1550; R$0,08 ; R$116,25 
Credito;14/06/2022;Transferência;PSSA3 - PORTO SEGURO S/A;MODAL DTVM LTDA;215; - ; - 
Debito;14/06/2022;Transferência;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;215; - ; - 
Credito;14/06/2022;Transferência;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;MODAL DTVM LTDA;107; - ; - 
Debito;14/06/2022;Transferência;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;107; - ; - 
Credito;14/06/2022;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;107; R$1,72 ; R$184,09 
Credito;14/06/2022;Rendimento;RECR13 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; R$1,72 ; R$18,92 
Credito;14/06/2022;Transferência;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;MODAL DTVM LTDA;400; - ; - 
Debito;14/06/2022;Transferência;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;NU INVEST CORRETORA DE VALORES S.A.;400; - ; - 
Credito;14/06/2022;Transferência;URPR11 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;MODAL DTVM LTDA;20; - ; - 
Credito;14/06/2022;Rendimento;URPR11 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;20; R$2,01 ; R$40,20 
Debito;14/06/2022;Transferência;URPR11 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;14/06/2022;Rendimento;URPR13 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;16; R$1,09 ; R$17,44 
Credito;14/06/2022;Rendimento;URPR14 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;41; R$0,94 ; R$38,54 
Credito;14/06/2022;Transferência;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;MODAL DTVM LTDA;40; - ; - 
Credito;14/06/2022;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,70 ; R$28,00 
Debito;14/06/2022;Transferência;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;40; - ; - 
Credito;14/06/2022;Transferência;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;MODAL DTVM LTDA;143; - ; - 
Credito;14/06/2022;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;143; R$0,68 ; R$97,24 
Debito;14/06/2022;Transferência;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;143; - ; - 
Debito;13/06/2022;Transferência - Liquidação;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;35; R$20,22 ; R$707,70 
Debito;13/06/2022;Transferência - Liquidação;KLBN4 - KLABIN S/A;NU INVEST CORRETORA DE VALORES S.A.;150; R$4,17 ; R$625,50 
Credito;13/06/2022;Rendimento;KNCR11 - KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILI;NU INVEST CORRETORA DE VALORES S.A.;18; R$1,08 ; R$19,44 
Debito;10/06/2022;Transferência - Liquidação;KNCR11 - KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILI;NU INVEST CORRETORA DE VALORES S.A.;18; R$101,54 ; R$1.827,72 
Debito;09/06/2022;Venda;Tesouro Selic 2025;NU INVEST CORRETORA DE VALORES S.A.;0,86; R$11.719,84 ; R$10.079,06 
Debito;07/06/2022;Direitos de Subscrição - Não Exercido;GGRC12 - GGR COVEPI RENDA FDO INV IMOB;NU INVEST CORRETORA DE VALORES S.A.;6; - ; - 
Credito;07/06/2022;Rendimento;HSML11 - HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;38; R$0,62 ; R$23,56 
Credito;03/06/2022;Dividendo;NIKE34 - NIKE INC;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,05 ; R$0,22 
Credito;02/06/2022;Transferência - Liquidação;HASH11 - HASHDEX NASDAQ CRYPTO INDEX FUNDO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;14; R$25,79 ; R$361,06 
Credito;01/06/2022;Atualização;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Credito;01/06/2022;Atualização;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;31/05/2022;Juros Sobre Capital Próprio;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;63; R$0,52 ; R$27,72 
Credito;31/05/2022;Dividendo;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;63; R$0,16 ; R$9,78 
Credito;31/05/2022;Dividendo;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;NU INVEST CORRETORA DE VALORES S.A.;400; R$0,14 ; R$56,89 
Credito;31/05/2022;Dividendo;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;NU INVEST CORRETORA DE VALORES S.A.;400; R$0,63 ; R$252,84 
Credito;30/05/2022;Dividendo - Transferido;NIKE34 - NIKE INC;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,05 ; R$0,22 
Credito;25/05/2022;Rendimento;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,72 ; R$14,40 
Credito;25/05/2022;Rendimento;BTLG13 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;1; R$0,91 ; R$0,90 
Credito;25/05/2022;Rendimento;BTLG14 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;2; R$0,55 ; R$1,09 
Credito;25/05/2022;Transferência - Liquidação;HASH11 - HASHDEX NASDAQ CRYPTO INDEX FUNDO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;19; R$24,73 ; R$469,87 
Credito;25/05/2022;Transferência - Liquidação;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;3; R$7,27 ; R$21,81 
Debito;23/05/2022;Recibo de Subscrição;URPR14 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;41; - ; - 
Credito;23/05/2022;Recibo de Subscrição;URPR14 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;41; - ; - 
Credito;20/05/2022;Dividendo;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;25; R$0,43 ; R$10,70 
Credito;18/05/2022;Dividendo;KLBN4 - KLABIN S/A;NU INVEST CORRETORA DE VALORES S.A.;150; R$0,06 ; R$9,43 
Credito;16/05/2022;Rendimento;CVBI11 - FDO INV. IMOB. VBI CRI;NU INVEST CORRETORA DE VALORES S.A.;22; R$1,50 ; R$33,00 
Credito;13/05/2022;Rendimento;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;1547; R$0,07 ; R$100,55 
Credito;13/05/2022;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;107; R$1,50 ; R$160,75 
Credito;13/05/2022;Rendimento;URPR11 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;20; R$1,84 ; R$36,80 
Credito;13/05/2022;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,70 ; R$28,00 
Credito;13/05/2022;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;143; R$0,66 ; R$94,38 
Credito;12/05/2022;Rendimento;KNCR11 - KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILI;NU INVEST CORRETORA DE VALORES S.A.;18; R$0,97 ; R$17,46 
Credito;11/05/2022;Transferência - Liquidação;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;10; R$17,50 ; R$175,00 
Debito;11/05/2022;Direitos de Subscrição - Não Exercido;CVBI12 - FDO INV. IMOB. VBI CRI;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;11/05/2022;Transferência - Liquidação;HASH11 - HASHDEX NASDAQ CRYPTO INDEX FUNDO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;10; R$30,01 ; R$300,10 
Credito;11/05/2022;Transferência - Liquidação;ITSA4 - ITAUSA S/A;NU INVEST CORRETORA DE VALORES S.A.;27; R$8,85 ; R$238,95 
Credito;11/05/2022;Transferência - Liquidação;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$19,55 ; R$391,00 
Credito;10/05/2022;Cessão de Direitos;CVBI12 - FDO INV. IMOB. VBI CRI;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Debito;10/05/2022;Cessão de Direitos - Solicitada;CVBI12 - FDO INV. IMOB. VBI CRI;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Credito;06/05/2022;Rendimento;HSML11 - HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;38; R$0,60 ; R$22,80 
Credito;06/05/2022;Juros Sobre Capital Próprio;MGLU3 - MAGAZINE LUIZA S/A;CLEAR CORRETORA - GRUPO XP;81; R$0,02 ; R$1,07 
Credito;06/05/2022;Juros Sobre Capital Próprio;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,02 ; R$0,26 
Debito;06/05/2022;Direitos de Subscrição - Não Exercido;URPR12 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Debito;06/05/2022;Recibo de Subscrição;URPR13 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;16; - ; - 
Credito;06/05/2022;Recibo de Subscrição;URPR13 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;16; - ; - 
Credito;05/05/2022;Transferência - Liquidação;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;25; R$19,52 ; R$488,00 
Credito;05/05/2022;Transferência - Liquidação;ITSA4 - ITAUSA S/A;NU INVEST CORRETORA DE VALORES S.A.;30; R$9,12 ; R$273,60 
Credito;05/05/2022;Transferência - Liquidação;KLBN4 - KLABIN S/A;NU INVEST CORRETORA DE VALORES S.A.;50; R$4,09 ; R$204,50 
Debito;05/05/2022;Solicitação de Subscrição;URPR12 - URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;16; - ; - 
Credito;04/05/2022;Juros Sobre Capital Próprio;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;36; R$0,13 ; R$3,91 
Credito;04/05/2022;Juros Sobre Capital Próprio;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,10 ; R$1,34 
Credito;03/05/2022;Transferência - Liquidação;KLBN4 - KLABIN S/A;NU INVEST CORRETORA DE VALORES S.A.;100; R$4,11 ; R$411,00 
Debito;29/04/2022;Direitos de Subscrição - Não Exercido;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Debito;29/04/2022;Recibo de Subscrição;RECR13 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Credito;29/04/2022;Recibo de Subscrição;RECR13 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Credito;28/04/2022;Direito de Subscrição;CVBI12 - FDO INV. IMOB. VBI CRI;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
