Entrada/Saída;Data;Movimentação;Produto;Instituição;Quantidade;Preço unitário;Valor da Operação
Credito;26/08/2021;Juros Sobre Capital Próprio;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,10 ; R$1,42 
Credito;25/08/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$18,20 ; R$364,00 
Credito;25/08/2021;Compra;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;0,04; R$10.913,73 ; R$436,55 
Credito;25/08/2021;Recibo de Subscrição;VISC13 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Debito;25/08/2021;Recibo de Subscrição;VISC13 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;25/08/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;32; R$0,60 ; R$19,20 
Debito;24/08/2021;Dividendo - Transferido;JNJB34 - JOHNSON & JOHNSON;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,24 ; R$1,21 
Credito;24/08/2021;Dividendo - Transferido;JNJB34 - JOHNSON & JOHNSON;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,24 ; R$1,21 
Credito;24/08/2021;Transferência - Liquidação;VALE3 - VALE S.A.;NU INVEST CORRETORA DE VALORES S.A.;10; R$98,22 ; R$982,20 
Debito;24/08/2021;Direitos de Subscrição - Excercído;VISC12 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Debito;24/08/2021;Direitos de Subscrição - Não Exercido;VISC12 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;23/08/2021;Dividendo;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;CLEAR CORRETORA - GRUPO XP;5; R$0,52 ; R$2,60 
Credito;23/08/2021;Dividendo;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;43; R$0,52 ; R$22,39 
Credito;23/08/2021;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$19,63 ; R$392,60 
Credito;23/08/2021;Transferência - Liquidação;KLBN4 - KLABIN S/A;NU INVEST CORRETORA DE VALORES S.A.;103; R$4,50 ; R$463,50 
Credito;23/08/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;19; R$19,00 ; R$361,00 
Credito;23/08/2021;Transferência - Liquidação;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;20; R$23,10 ; R$462,00 
Debito;23/08/2021;Solicitação de Subscrição;VISC12 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;20/08/2021;Transferência - Liquidação;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;15; R$29,74 ; R$446,10 
Credito;20/08/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$18,89 ; R$377,80 
Debito;19/08/2021;Direitos de Subscrição - Não Exercido;BTLG12 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;19/08/2021;Recibo de Subscrição;BTLG14 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Debito;19/08/2021;Recibo de Subscrição;BTLG14 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Debito;19/08/2021;Dividendo - Transferido;MSFT34 - MICROSOFT CORPORATION;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,08 ; R$0,39 
Credito;19/08/2021;Dividendo - Transferido;MSFT34 - MICROSOFT CORPORATION;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,08 ; R$0,39 
Debito;19/08/2021;Venda;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;1,23; R$10.900,27 ; R$13.407,33 
Credito;18/08/2021;Dividendo;AAPL34 - APPLE INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,08 ; R$0,39 
Credito;18/08/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;NU INVEST CORRETORA DE VALORES S.A.;50; R$7,15 ; R$357,63 
Debito;18/08/2021;Solicitação de Subscrição;BTLG12 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Debito;18/08/2021;Direitos de Subscrição - Excercído;BTLG12 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Credito;18/08/2021;Transferência - Liquidação;CSMG3 - COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG;NU INVEST CORRETORA DE VALORES S.A.;25; R$13,61 ; R$340,25 
Credito;17/08/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;NU INVEST CORRETORA DE VALORES S.A.;100; R$8,04 ; R$804,80 
Credito;17/08/2021;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;45; R$20,61 ; R$927,75 
Debito;17/08/2021;Juros Sobre Capital Próprio - Transferido;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,10 ; R$1,42 
Credito;17/08/2021;Juros Sobre Capital Próprio - Transferido;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,10 ; R$1,42 
Credito;17/08/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;100; R$3,89 ; R$389,00 
Debito;17/08/2021;Direitos de Subscrição - Não Exercido;XPML12 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;17/08/2021;Recibo de Subscrição;XPML13 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Debito;17/08/2021;Recibo de Subscrição;XPML13 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Debito;16/08/2021;Transferência - Liquidação;GOAU4 - METALURGICA GERDAU S.A.;NU INVEST CORRETORA DE VALORES S.A.;36; R$14,46 ; R$520,56 
Debito;16/08/2021;Direitos de Subscrição - Não Exercido;HCTR12 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;16/08/2021;Recibo de Subscrição;HCTR13 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Debito;16/08/2021;Recibo de Subscrição;HCTR13 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Debito;16/08/2021;Transferência - Liquidação;NTCO3 - NATURA &CO HOLDING S.A.;NU INVEST CORRETORA DE VALORES S.A.;2; R$52,80 ; R$105,60 
Debito;16/08/2021;Solicitação de Subscrição;XPML12 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Debito;16/08/2021;Direitos de Subscrição - Excercído;XPML12 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Debito;13/08/2021;Dividendo - Transferido;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;28; R$0,52 ; R$14,58 
Credito;13/08/2021;Dividendo - Transferido;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;28; R$0,52 ; R$14,58 
Credito;13/08/2021;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,47 ; R$18,80 
Credito;13/08/2021;Rendimento;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;8; R$0,74 ; R$5,92 
Credito;13/08/2021;Rendimento;HCTR11 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;5; R$1,50 ; R$7,50 
Debito;13/08/2021;Direitos de Subscrição - Excercído;HCTR12 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Debito;13/08/2021;Solicitação de Subscrição;HCTR12 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;13/08/2021;Rendimento;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;140; R$0,06 ; R$8,40 
Credito;13/08/2021;Rendimento;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;50; R$0,07 ; R$3,50 
Credito;13/08/2021;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;60; R$1,10 ; R$66,00 
Credito;13/08/2021;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;33; R$0,46 ; R$15,18 
Credito;13/08/2021;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;12; R$0,50 ; R$6,00 
Credito;13/08/2021;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;46; R$0,62 ; R$28,52 
Credito;12/08/2021;Juros Sobre Capital Próprio;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;30; R$0,17 ; R$4,33 
Credito;12/08/2021;Compra;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;0,46; R$10.889,90 ; R$5.009,35 
Credito;11/08/2021;Juros Sobre Capital Próprio;WEGE3 - WEG S.A.;CLEAR CORRETORA - GRUPO XP;46; R$0,02 ; R$0,80 
Credito;11/08/2021;Dividendo;WEGE3 - WEG S.A.;CLEAR CORRETORA - GRUPO XP;46; R$0,16 ; R$7,27 
Credito;11/08/2021;Juros Sobre Capital Próprio;WEGE3 - WEG S.A.;CLEAR CORRETORA - GRUPO XP;23; R$0,03 ; R$0,66 
Credito;11/08/2021;Dividendo;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,16 ; R$3,16 
Credito;11/08/2021;Juros Sobre Capital Próprio;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,02 ; R$0,35 
Credito;10/08/2021;Direito de Subscrição;VISC12 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Debito;09/08/2021;Dividendo - Transferido;AAPL34 - APPLE INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,08 ; R$0,38 
Credito;09/08/2021;Dividendo - Transferido;AAPL34 - APPLE INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,08 ; R$0,38 
Debito;09/08/2021;Juros Sobre Capital Próprio - Transferido;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;30; R$0,17 ; R$4,33 
Credito;09/08/2021;Juros Sobre Capital Próprio - Transferido;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;30; R$0,17 ; R$4,33 
Credito;09/08/2021;Rendimento;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;15; R$1,08 ; R$16,20 
Credito;06/08/2021;Transferência - Liquidação;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$24,94 ; R$498,80 
Credito;06/08/2021;Transferência - Liquidação;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;7; R$70,14 ; R$490,98 
Debito;06/08/2021;Juros Sobre Capital Próprio - Transferido;TOTS3 - TOTVS S.A.;NU INVEST CORRETORA DE VALORES S.A.;15; R$0,09 ; R$1,15 
Credito;06/08/2021;Juros Sobre Capital Próprio - Transferido;TOTS3 - TOTVS S.A.;NU INVEST CORRETORA DE VALORES S.A.;15; R$0,09 ; R$1,15 
Credito;05/08/2021;Direito de Subscrição;BTLG12 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Debito;04/08/2021;Juros Sobre Capital Próprio - Transferido;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;140; R$0,02 ; R$2,05 
Credito;04/08/2021;Juros Sobre Capital Próprio - Transferido;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;140; R$0,02 ; R$2,05 
Credito;04/08/2021;Direito de Subscrição;XPML12 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Credito;03/08/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;NU INVEST CORRETORA DE VALORES S.A.;100; R$8,77 ; R$877,00 
Credito;03/08/2021;Transferência - Liquidação;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;10; R$25,67 ; R$256,70 
Debito;03/08/2021;Dividendo - Transferido;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,02 ; R$0,24 
Credito;03/08/2021;Dividendo - Transferido;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,02 ; R$0,24 
Credito;03/08/2021;Dividendo - Transferido;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,16 ; R$3,16 
Debito;03/08/2021;Dividendo - Transferido;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,16 ; R$3,16 
Credito;02/08/2021;Juros Sobre Capital Próprio;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,02 ; R$0,58 
Credito;02/08/2021;Direito de Subscrição;HCTR12 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;02/08/2021;Dividendo;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,02 ; R$0,24 
Debito;02/08/2021;Juros Sobre Capital Próprio - Transferido;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;21; R$0,69 ; R$12,35 
Credito;02/08/2021;Juros Sobre Capital Próprio - Transferido;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;21; R$0,69 ; R$12,35 
Credito;30/07/2021;Transferência - Liquidação;ENBR3 - EDP ENERGIAS DO BRASIL S.A.;NU INVEST CORRETORA DE VALORES S.A.;30; R$17,62 ; R$528,60 
Credito;30/07/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;200; R$3,98 ; R$796,00 
Credito;29/07/2021;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;15; R$21,48 ; R$322,20 
Credito;29/07/2021;Transferência - Liquidação;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;14; R$26,03 ; R$364,42 
Credito;29/07/2021;Transferência - Liquidação;HCTR11 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;5; R$134,15 ; R$670,75 
Credito;29/07/2021;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;50; R$10,24 ; R$512,00 
Debito;28/07/2021;Transferência;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;28/07/2021;Transferência;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;28/07/2021;Transferência - Liquidação;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;5; R$67,57 ; R$337,85 
Debito;27/07/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;70; - ; - 
Credito;27/07/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;70; - ; - 
Credito;27/07/2021;Transferência - Liquidação;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;70; R$16,87 ; R$1.180,97 
Credito;27/07/2021;Desdobro;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;126; - ; - 
Credito;27/07/2021;Transferência - Liquidação;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$51,99 ; R$1.039,80 
Debito;27/07/2021;Transferência;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;27/07/2021;Transferência;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;27/07/2021;Transferência;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;27/07/2021;Transferência - Liquidação;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$69,13 ; R$691,30 
Debito;27/07/2021;Transferência;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;23/07/2021;Rendimento;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;8; R$0,70 ; R$5,60 
Credito;23/07/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;32; R$0,52 ; R$16,64 
Debito;22/07/2021;VENCIMENTO;CDB - CDB017MO1DM - BANCO FIBRA S/A;EASYNVEST - TITULO CV S/A;1; - ; - 
Credito;19/07/2021;Atualização;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Debito;15/07/2021;Transferência;AIRB34 - AIRBNB INC;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;15/07/2021;Transferência;AIRB34 - AIRBNB INC;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;15/07/2021;Transferência - Liquidação;AIRB34 - AIRBNB INC;NU INVEST CORRETORA DE VALORES S.A.;5; R$37,40 ; R$187,00 
Credito;15/07/2021;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,45 ; R$18,00 
Credito;15/07/2021;Transferência - Liquidação;COCA34 - THE COCA-COLA COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; R$47,58 ; R$237,90 
Credito;15/07/2021;Transferência;COCA34 - THE COCA-COLA COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;15/07/2021;Transferência;COCA34 - THE COCA-COLA COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;15/07/2021;Transferência - Liquidação;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$26,65 ; R$533,00 
Credito;15/07/2021;Transferência;DISB34 - THE WALT DISNEY COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;15/07/2021;Transferência;DISB34 - THE WALT DISNEY COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;15/07/2021;Transferência - Liquidação;DISB34 - THE WALT DISNEY COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; R$63,38 ; R$316,90 
Credito;15/07/2021;Transferência;FBOK34 - FACEBOOK, INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;15/07/2021;Transferência - Liquidação;FBOK34 - FACEBOOK, INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$65,15 ; R$325,75 
Debito;15/07/2021;Transferência;FBOK34 - FACEBOOK, INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;15/07/2021;Rendimento;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,70 ; R$2,10 
Credito;15/07/2021;Rendimento;KISU14 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;11; R$0,25 ; R$2,79 
Debito;15/07/2021;Transferência;NTCO3 - NATURA &CO HOLDING S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;15/07/2021;Transferência - Liquidação;NTCO3 - NATURA &CO HOLDING S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; R$60,86 ; R$60,86 
Credito;15/07/2021;Transferência;NTCO3 - NATURA &CO HOLDING S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;15/07/2021;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;39; R$1,20 ; R$46,87 
Credito;15/07/2021;Rendimento;RECR13 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; R$0,90 ; R$9,87 
Credito;15/07/2021;Rendimento;RECR14 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,30 ; R$3,03 
Credito;15/07/2021;Dividendo;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;51; R$0,50 ; R$25,62 
Credito;15/07/2021;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;33; R$0,45 ; R$14,85 
Credito;15/07/2021;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;12; R$0,42 ; R$5,04 
Credito;14/07/2021;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;46; R$0,61 ; R$28,06 
Credito;13/07/2021;Juros Sobre Capital Próprio;VIVT3 - TELEFONICA BRASIL S/A;CLEAR CORRETORA - GRUPO XP;28; R$0,15 ; R$3,67 
Credito;13/07/2021;Juros Sobre Capital Próprio;VIVT3 - TELEFONICA BRASIL S/A;CLEAR CORRETORA - GRUPO XP;15; R$0,24 ; R$3,02 
Debito;12/07/2021;Transferência - Liquidação;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;64; R$17,74 ; R$1.135,36 
Credito;12/07/2021;Juros Sobre Capital Próprio;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;140; R$0,49 ; R$58,31 
Credito;12/07/2021;Atualização;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;12/07/2021;Atualização;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Credito;12/07/2021;Compra;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;0,27; R$10.832,22 ; R$2.924,70 
Debito;08/07/2021;Transferência;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;08/07/2021;Transferência;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;08/07/2021;Transferência - Liquidação;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$30,55 ; R$305,50 
Credito;08/07/2021;Transferência;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;08/07/2021;Transferência;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;08/07/2021;Transferência - Liquidação;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;5; R$24,24 ; R$121,20 
Debito;08/07/2021;Transferência;GMAT3 - GRUPO MATEUS S.AA;NU INVEST CORRETORA DE VALORES S.A.;31; - ; - 
Credito;08/07/2021;Transferência;GMAT3 - GRUPO MATEUS S.AA;NU INVEST CORRETORA DE VALORES S.A.;31; - ; - 
Credito;08/07/2021;Transferência - Liquidação;GMAT3 - GRUPO MATEUS S.AA;NU INVEST CORRETORA DE VALORES S.A.;31; R$7,52 ; R$233,12 
Credito;08/07/2021;Transferência - Liquidação;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$43,35 ; R$433,50 
Credito;08/07/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;08/07/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;08/07/2021;Rendimento;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;15; R$1,11 ; R$16,65 
Debito;08/07/2021;Dividendo - Transferido;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;51; R$0,50 ; R$25,62 
