Entrada/Saída;Data;Movimentação;Produto;Instituição;Quantidade;Preço unitário;Valor da Operação
Credito;04/10/2021;Transferência - Liquidação;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;10; R$106,82 ; R$1.068,20 
Credito;04/10/2021;Transferência - Liquidação;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;20; R$8,29 ; R$165,80 
Credito;04/10/2021;Transferência - Liquidação;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;10; R$127,41 ; R$1.274,18 
Credito;01/10/2021;Juros Sobre Capital Próprio;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;140; R$0,02 ; R$2,05 
Debito;01/10/2021;Transferência - Liquidação;ENBR3 - EDP ENERGIAS DO BRASIL S.A.;CLEAR CORRETORA - GRUPO XP;54; R$18,61 ; R$1.004,94 
Debito;01/10/2021;Transferência - Liquidação;GMAT3 - GRUPO MATEUS S.AA;CLEAR CORRETORA - GRUPO XP;109; R$7,33 ; R$798,97 
Debito;01/10/2021;Transferência - Liquidação;GMAT3 - GRUPO MATEUS S.AA;NU INVEST CORRETORA DE VALORES S.A.;61; R$7,32 ; R$446,52 
Credito;01/10/2021;Transferência - Liquidação;HCTR11 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;7; R$120,06 ; R$840,42 
Credito;01/10/2021;Dividendo;ITSA4 - ITAUSA S/A;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,02 ; R$0,80 
Credito;01/10/2021;Transferência - Liquidação;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;3; R$8,22 ; R$24,66 
Debito;01/10/2021;Transferência - Liquidação;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;15; R$127,23 ; R$1.908,47 
Credito;01/10/2021;Transferência - Liquidação;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;4; R$59,70 ; R$238,82 
Credito;01/10/2021;Transferência - Liquidação;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;7; R$102,33 ; R$716,31 
Credito;01/10/2021;Transferência - Liquidação;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;5; R$100,53 ; R$502,65 
Credito;01/10/2021;Transferência - Liquidação;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;5; R$94,21 ; R$471,05 
Credito;30/09/2021;Juros Sobre Capital Próprio;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;22; R$0,18 ; R$3,46 
Debito;30/09/2021;Transferência - Liquidação;JNJB34 - JOHNSON & JOHNSON;NU INVEST CORRETORA DE VALORES S.A.;5; R$58,74 ; R$293,70 
Credito;30/09/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;30; R$14,28 ; R$428,40 
Debito;29/09/2021;Transferência - Liquidação;AAPL34 - APPLE INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$78,26 ; R$391,30 
Debito;29/09/2021;Transferência - Liquidação;AIRB34 - AIRBNB INC;NU INVEST CORRETORA DE VALORES S.A.;15; R$46,73 ; R$700,95 
Debito;29/09/2021;Transferência - Liquidação;AMZO34 - AMAZON.COM, INC;NU INVEST CORRETORA DE VALORES S.A.;3; R$116,55 ; R$349,65 
Debito;29/09/2021;Transferência - Liquidação;BERK34 - BERKSHIRE HATHAWAY INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$75,13 ; R$375,69 
Debito;29/09/2021;Transferência - Liquidação;COCA34 - THE COCA-COLA COMPANY;NU INVEST CORRETORA DE VALORES S.A.;10; R$48,03 ; R$480,30 
Debito;29/09/2021;Transferência - Liquidação;DISB34 - THE WALT DISNEY COMPANY;NU INVEST CORRETORA DE VALORES S.A.;10; R$63,91 ; R$639,10 
Debito;29/09/2021;Transferência - Liquidação;FBOK34 - FACEBOOK, INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$67,90 ; R$339,50 
Debito;29/09/2021;Transferência - Liquidação;GOGL34 - ALPHABET INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$101,52 ; R$507,60 
Debito;29/09/2021;Transferência - Liquidação;MSFT34 - MICROSOFT CORPORATION;NU INVEST CORRETORA DE VALORES S.A.;5; R$65,97 ; R$329,85 
Debito;29/09/2021;Transferência - Liquidação;NIKE34 - NIKE INC;NU INVEST CORRETORA DE VALORES S.A.;5; R$79,57 ; R$397,87 
Debito;28/09/2021;Transferência - Liquidação;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;8; R$106,45 ; R$851,60 
Credito;28/09/2021;Transferência - Liquidação;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;50; R$8,60 ; R$430,29 
Credito;28/09/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$15,44 ; R$308,80 
Debito;28/09/2021;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;53; R$10,03 ; R$531,59 
Credito;28/09/2021;Transferência - Liquidação;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;5; R$101,69 ; R$508,45 
Credito;28/09/2021;Transferência - Liquidação;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;8; R$96,90 ; R$775,20 
Debito;27/09/2021;Transferência - Liquidação;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;22; R$29,64 ; R$652,08 
Debito;27/09/2021;Transferência - Liquidação;OIBR3 - OI S.A;NU INVEST CORRETORA DE VALORES S.A.;300; R$1,01 ; R$303,00 
Credito;27/09/2021;Direito de Subscrição;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;17; - ; - 
Credito;27/09/2021;Transferência - Liquidação;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; R$100,92 ; R$302,78 
Credito;24/09/2021;Rendimento;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;8; R$0,72 ; R$5,76 
Credito;24/09/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;32; R$0,57 ; R$18,24 
Credito;22/09/2021;Transferência - Liquidação;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;18; R$16,66 ; R$299,88 
Credito;22/09/2021;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;17; R$18,98 ; R$322,66 
Credito;22/09/2021;Transferência - Liquidação;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$25,82 ; R$258,20 
Credito;22/09/2021;Transferência - Liquidação;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;5; R$23,00 ; R$115,00 
Credito;22/09/2021;Transferência - Liquidação;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;10; R$8,56 ; R$85,60 
Credito;22/09/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$16,09 ; R$160,90 
Credito;21/09/2021;Transferência - Liquidação;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$15,42 ; R$308,40 
Credito;21/09/2021;Transferência - Liquidação;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;12; R$17,54 ; R$210,48 
Credito;21/09/2021;Transferência - Liquidação;ITSA4 - ITAUSA S/A;NU INVEST CORRETORA DE VALORES S.A.;50; R$10,96 ; R$548,00 
Credito;21/09/2021;Transferência - Liquidação;KLBN4 - KLABIN S/A;NU INVEST CORRETORA DE VALORES S.A.;100; R$4,40 ; R$440,00 
Credito;21/09/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;15; R$16,05 ; R$240,75 
Debito;17/09/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;200; R$8,78 ; R$1.756,00 
Debito;17/09/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;NU INVEST CORRETORA DE VALORES S.A.;200; R$8,78 ; R$1.756,00 
Debito;17/09/2021;Transferência - Liquidação;CASH3 - MELIUZ S.A.;NU INVEST CORRETORA DE VALORES S.A.;50; R$7,19 ; R$359,94 
Credito;17/09/2021;Dividendo;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;22; R$0,99 ; R$21,87 
Credito;17/09/2021;Juros Sobre Capital Próprio;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;22; R$0,09 ; R$1,60 
Debito;17/09/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;1; R$3,81 ; R$3,81 
Debito;17/09/2021;Transferência - Liquidação;VALE3 - VALE S.A.;NU INVEST CORRETORA DE VALORES S.A.;10; R$92,73 ; R$927,30 
Debito;17/09/2021;Transferência - Liquidação;WEGE3 - WEG S.A.;CLEAR CORRETORA - GRUPO XP;46; R$39,75 ; R$1.828,50 
Credito;16/09/2021;Resgate;BTLG14 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;2; R$109,93 ; R$219,86 
Credito;16/09/2021;Atualização;HCTR11 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;16/09/2021;Atualização;HCTR11 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;12; - ; - 
Credito;16/09/2021;Dividendo;JNJB34 - JOHNSON & JOHNSON;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,24 ; R$1,22 
Credito;16/09/2021;Transferência - Liquidação;OIBR3 - OI S.A;NU INVEST CORRETORA DE VALORES S.A.;300; R$1,01 ; R$303,00 
Credito;15/09/2021;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,50 ; R$20,00 
Credito;15/09/2021;Transferência - Liquidação;CASH3 - MELIUZ S.A.;NU INVEST CORRETORA DE VALORES S.A.;50; R$6,18 ; R$309,00 
Credito;15/09/2021;Rendimento;HCTR11 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;5; R$1,50 ; R$7,50 
Credito;15/09/2021;Rendimento;HCTR13 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;1; R$0,50 ; R$0,50 
Credito;15/09/2021;Rendimento;HCTR14 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;12; R$0,04 ; R$0,48 
Credito;15/09/2021;Transferência - Liquidação;ITSA4 - ITAUSA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$11,24 ; R$224,80 
Credito;15/09/2021;Rendimento;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;140; R$0,06 ; R$8,40 
Credito;15/09/2021;Dividendo;MSFT34 - MICROSOFT CORPORATION;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,08 ; R$0,41 
Credito;15/09/2021;Rendimento;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;50; R$0,08 ; R$4,00 
Credito;15/09/2021;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;60; R$1,10 ; R$66,00 
Debito;15/09/2021;Transferência - Liquidação;TAEE11 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;NU INVEST CORRETORA DE VALORES S.A.;7; R$37,73 ; R$264,11 
Credito;15/09/2021;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$12,60 ; R$126,00 
Credito;15/09/2021;Transferência - Liquidação;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;9; R$24,81 ; R$223,29 
Credito;15/09/2021;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;33; R$0,58 ; R$19,14 
Credito;15/09/2021;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;12; R$0,55 ; R$6,60 
Credito;15/09/2021;Transferência - Liquidação;VIVT3 - TELEFONICA BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;5; R$42,77 ; R$213,85 
Credito;15/09/2021;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;46; R$0,62 ; R$28,52 
Debito;13/09/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;NU INVEST CORRETORA DE VALORES S.A.;50; R$8,10 ; R$405,00 
Credito;13/09/2021;Transferência - Liquidação;BIDI11 - BANCO INTER S/A;NU INVEST CORRETORA DE VALORES S.A.;5; R$61,00 ; R$305,00 
Credito;13/09/2021;Transferência - Liquidação;GMAT3 - GRUPO MATEUS S.AA;NU INVEST CORRETORA DE VALORES S.A.;30; R$6,60 ; R$198,00 
Debito;13/09/2021;Transferência - Liquidação;KLBN4 - KLABIN S/A;CLEAR CORRETORA - GRUPO XP;147; R$4,86 ; R$714,42 
Credito;10/09/2021;Transferência - Liquidação;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;5; R$26,92 ; R$134,60 
Credito;10/09/2021;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; R$9,99 ; R$29,97 
Credito;10/09/2021;Transferência - Liquidação;TAEE11 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;NU INVEST CORRETORA DE VALORES S.A.;7; R$37,01 ; R$259,07 
Credito;10/09/2021;Transferência - Liquidação;VIVT3 - TELEFONICA BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;6; R$41,28 ; R$247,68 
Credito;09/09/2021;Rendimento;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;15; R$1,10 ; R$16,50 
Credito;08/09/2021;Transferência - Liquidação;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$16,60 ; R$166,00 
Credito;08/09/2021;Transferência - Liquidação;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;7; R$29,35 ; R$205,45 
Credito;08/09/2021;Transferência - Liquidação;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$19,26 ; R$192,60 
Credito;08/09/2021;Transferência - Liquidação;BIDI11 - BANCO INTER S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$64,72 ; R$647,20 
Credito;08/09/2021;Transferência - Liquidação;ITSA4 - ITAUSA S/A;NU INVEST CORRETORA DE VALORES S.A.;17; R$11,30 ; R$192,10 
Credito;08/09/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$18,09 ; R$180,90 
Credito;08/09/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;50; R$3,87 ; R$193,50 
Debito;03/09/2021;Transferência;AAPL34 - APPLE INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;03/09/2021;Transferência;AAPL34 - APPLE INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;03/09/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;70; - ; - 
Debito;03/09/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;70; - ; - 
Credito;03/09/2021;Transferência;AIRB34 - AIRBNB INC;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Debito;03/09/2021;Transferência;AIRB34 - AIRBNB INC;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Debito;03/09/2021;Transferência;AMZO34 - AMAZON.COM, INC;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;03/09/2021;Transferência;AMZO34 - AMAZON.COM, INC;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;03/09/2021;Transferência;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;140; - ; - 
Debito;03/09/2021;Transferência;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;140; - ; - 
Debito;03/09/2021;Transferência;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;28; - ; - 
Credito;03/09/2021;Transferência;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;28; - ; - 
Debito;03/09/2021;Transferência;BERK34 - BERKSHIRE HATHAWAY INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;03/09/2021;Transferência;BERK34 - BERKSHIRE HATHAWAY INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;03/09/2021;Transferência;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;30; - ; - 
Debito;03/09/2021;Transferência;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;30; - ; - 
Debito;03/09/2021;Transferência;COCA34 - THE COCA-COLA COMPANY;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;03/09/2021;Transferência;COCA34 - THE COCA-COLA COMPANY;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;03/09/2021;Transferência;DISB34 - THE WALT DISNEY COMPANY;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;03/09/2021;Transferência;DISB34 - THE WALT DISNEY COMPANY;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;03/09/2021;Transferência;EURP11 - TREND ETF MSCI EUROPA FDO. INV. ÍNDICE - INV. EXT.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;03/09/2021;Transferência;EURP11 - TREND ETF MSCI EUROPA FDO. INV. ÍNDICE - INV. EXT.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;03/09/2021;Transferência;FBOK34 - FACEBOOK, INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;03/09/2021;Transferência;FBOK34 - FACEBOOK, INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;03/09/2021;Transferência;GMAT3 - GRUPO MATEUS S.AA;NU INVEST CORRETORA DE VALORES S.A.;31; - ; - 
Debito;03/09/2021;Transferência;GMAT3 - GRUPO MATEUS S.AA;NU INVEST CORRETORA DE VALORES S.A.;31; - ; - 
Debito;03/09/2021;Transferência;GOGL34 - ALPHABET INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;03/09/2021;Transferência;GOGL34 - ALPHABET INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;03/09/2021;Transferência;JNJB34 - JOHNSON & JOHNSON;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;03/09/2021;Transferência;JNJB34 - JOHNSON & JOHNSON;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;03/09/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;36; - ; - 
Credito;03/09/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;36; - ; - 
Credito;03/09/2021;Transferência;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Debito;03/09/2021;Transferência;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;03/09/2021;Transferência;MSFT34 - MICROSOFT CORPORATION;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;03/09/2021;Transferência;MSFT34 - MICROSOFT CORPORATION;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;03/09/2021;Transferência;NIKE34 - NIKE INC;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;03/09/2021;Transferência;NIKE34 - NIKE INC;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;03/09/2021;Transferência;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;21; - ; - 
Credito;03/09/2021;Transferência;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;21; - ; - 
Credito;03/09/2021;Transferência;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Debito;03/09/2021;Transferência;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Debito;03/09/2021;Transferência;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;113; - ; - 
Credito;03/09/2021;Transferência;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;113; - ; - 
Debito;03/09/2021;Venda;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;0,04; R$10.929,73 ; R$437,19 
Credito;03/09/2021;Transferência;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;51; - ; - 
Debito;03/09/2021;Transferência;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;51; - ; - 
Credito;03/09/2021;Transferência;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Debito;03/09/2021;Transferência;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;02/09/2021;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$18,91 ; R$378,20 
Debito;02/09/2021;Transferência - Liquidação;OPCT3 - OCEANPACT SERVICOS MARITIMOS S.A.;NU INVEST CORRETORA DE VALORES S.A.;50; R$5,07 ; R$253,50 
Credito;01/09/2021;Juros Sobre Capital Próprio;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;140; R$0,02 ; R$2,05 
Credito;01/09/2021;Transferência - Liquidação;ITSA4 - ITAUSA S/A;NU INVEST CORRETORA DE VALORES S.A.;40; R$11,30 ; R$452,00 
Credito;01/09/2021;Dividendo;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,02 ; R$0,24 
Debito;01/09/2021;Transferência - Liquidação;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$28,38 ; R$454,08 
Credito;01/09/2021;Transferência - Liquidação;OPCT3 - OCEANPACT SERVICOS MARITIMOS S.A.;NU INVEST CORRETORA DE VALORES S.A.;50; R$5,28 ; R$264,00 
Credito;31/08/2021;Juros Sobre Capital Próprio;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;15; R$0,35 ; R$4,41 
Credito;31/08/2021;Rendimento;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;15; - ; R$0,04 
Credito;31/08/2021;Recibo de Subscrição;HCTR14 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;12; - ; - 
Debito;31/08/2021;Recibo de Subscrição;HCTR14 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;12; - ; - 
Debito;30/08/2021;Direitos de Subscrição - Excercído;HCTR12 - HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NU INVEST CORRETORA DE VALORES S.A.;12; - ; - 
Debito;30/08/2021;Dividendo - Transferido;NIKE34 - NIKE INC;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,09 ; R$0,46 
Credito;30/08/2021;Dividendo - Transferido;NIKE34 - NIKE INC;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,09 ; R$0,46 
Debito;30/08/2021;Transferência - Liquidação;TOTS3 - TOTVS S.A.;NU INVEST CORRETORA DE VALORES S.A.;15; R$39,22 ; R$588,30 
Credito;26/08/2021;Juros Sobre Capital Próprio;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;110; R$0,02 ; R$1,78 
Credito;26/08/2021;Juros Sobre Capital Próprio;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;110; R$0,02 ; R$1,72 
Credito;26/08/2021;Juros Sobre Capital Próprio;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;110; R$0,02 ; R$1,45 
Credito;26/08/2021;Juros Sobre Capital Próprio;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;110; R$0,02 ; R$1,99 
