Data operação;Categoria;Código Ativo;Operação C/V;Quantidade;Preço unitário;Corretora;Corretagem;Taxas;Impostos;IRRF
19/10/2020;Ações;MGLU3;C;4;25,76;CLEAR CORRETORA;0;0;0;0
19/10/2020;Ações;ENBR3;C;5;18,12;CLEAR CORRETORA;0;0;0;0
19/10/2020;Ações;TRPL4;C;10;22,24;CLEAR CORRETORA;0;0;0;0
19/10/2020;Ações;TAEE3;V;19;9,38;CLEAR CORRETORA;0;0;0;0
19/10/2020;Ações;TAEE3;V;36;9,39;CLEAR CORRETORA;0;0;0;0
19/10/2020;Ações;TIET3;V;200;3,04;CLEAR CORRETORA;0;0;0;0
19/10/2020;Ações;TIET4;C;100;3,05;CLEAR CORRETORA;0;0;0;0
19/10/2020;Ações;FLRY3;C;20;28,02;CLEAR CORRETORA;0;0;0;0
19/10/2020;Ações;ITSA3;V;2;10,6;CLEAR CORRETORA;0;0;0;0
19/10/2020;Ações;TRPL3;V;15;26,11;CLEAR CORRETORA;0;0;0;0
19/10/2020;Ações;TRPL3;V;5;26,15;CLEAR CORRETORA;0;0;0;0
16/10/2020;Ações;ITSA4;C;20;9,12;CLEAR CORRETORA;0;0;0;0
16/10/2020;Fundos imobiliários;MXRF11;C;3;10,69;NU INVEST CORRETORA DE VALORES;0;0;0;0
16/10/2020;Fundos imobiliários;RECR11;C;3;96,55;MODAL DTVM LTDA;0;0;0;0
16/10/2020;Fundos imobiliários;VISC11;C;3;117,41;MODAL DTVM LTDA;0;0;0;0
16/10/2020;Ações;TAEE4;C;4;9,47;CLEAR CORRETORA;0;0;0;0
16/10/2020;Fundos imobiliários;XPML11;C;4;109,78;NU INVEST CORRETORA DE VALORES;0;0;0;0
16/10/2020;Ações;MGLU3;C;20;25,62;CLEAR CORRETORA;0;0;0;0
16/10/2020;Ações;ABEV3;C;10;13,28;CLEAR CORRETORA;0;0;0;0
16/10/2020;Ações;VIIA3;C;30;19,4;CLEAR CORRETORA;0;0;0;0
16/10/2020;Fundos imobiliários;HGBS11;C;2;209;NU INVEST CORRETORA DE VALORES;0;0;0;0
15/10/2020;Ações;ITUB3;V;20;22,04;CLEAR CORRETORA;0;0;0;0
15/10/2020;Ações;SAPR3;V;2;5,25;CLEAR CORRETORA;0;0;0;0
14/10/2020;Fundos imobiliários;TGAR11;C;1;133,75;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/10/2020;Fundos imobiliários;MXRF11;C;1;10,58;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/10/2020;Fundos imobiliários;RECR11;C;5;96,49;MODAL DTVM LTDA;0;0;0;0
09/10/2020;Fundos imobiliários;TGAR11;C;5;132,48;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/10/2020;Ações;MGLU3;C;5;91,95;CLEAR CORRETORA;0;0;0;0
09/10/2020;Ações;WEGE3;C;1;74,74;CLEAR CORRETORA;0;0;0;0
09/10/2020;Fundos imobiliários;VINO11;C;9;61,24;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/10/2020;Ações;EGIE3;C;1;40,39;CLEAR CORRETORA;0;0;0;0
09/10/2020;Ações;SAPR3;C;2;5,15;CLEAR CORRETORA;0;0;0;0
09/10/2020;Fundos imobiliários;BRCR11;C;5;91,43;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/10/2020;Ações;ITSA3;C;2;10,63;CLEAR CORRETORA;0;0;0;0
07/10/2020;Ações;BBAS3;C;15;29,98;CLEAR CORRETORA;0;0;0;0
07/10/2020;Ações;ABEV3;C;30;13,69;CLEAR CORRETORA;0;0;0;0
07/10/2020;Ações;BBDC3;C;30;18,19;CLEAR CORRETORA;0;0;0;0
07/10/2020;Ações;LREN3;C;10;39,62;CLEAR CORRETORA;0;0;0;0
07/10/2020;Ações;ITUB3;C;20;21,5;CLEAR CORRETORA;0;0;0;0
07/10/2020;Ações;TAEE3;C;55;9,34;CLEAR CORRETORA;0;0;0;0
07/10/2020;Ações;VIIA3;C;30;17,92;CLEAR CORRETORA;0;0;0;0
07/10/2020;Ações;TIET3;C;200;2,91;CLEAR CORRETORA;0;0;0;0
07/10/2020;Ações;TRPL3;C;20;26,28;CLEAR CORRETORA;0;0;0;0
02/10/2020;Fundos imobiliários;MXRF11;C;80;10,46;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/10/2020;Fundos imobiliários;MXRF11;C;20;10,5;NU INVEST CORRETORA DE VALORES;0;0;0;0
30/09/2020;Fundos imobiliários;XPLG11;C;10;129,8;MODAL DTVM LTDA;0;0;0;0
30/09/2020;Fundos imobiliários;VINO11;C;20;59,74;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/09/2020;Ações;ITSA4;C;99;8,86;MODAL DTVM LTDA;0;0;0;0
29/09/2020;Fundos imobiliários;MXRF11;C;50;10,97;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/09/2020;Fundos imobiliários;BCFF11;C;5;90,71;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/09/2020;Ações;ABEV3;C;99;12,34;NU INVEST CORRETORA DE VALORES;0;0;0;0
28/09/2020;Fundos imobiliários;KNRI11;C;1;165,25;NU INVEST CORRETORA DE VALORES;0;0;0;0
28/09/2020;Fundos imobiliários;BRCR11;C;2;91,19;NU INVEST CORRETORA DE VALORES;0;0;0;0
25/09/2020;Fundos imobiliários;MXRF11;C;50;10,89;NU INVEST CORRETORA DE VALORES;0;0;0;0
25/09/2020;Fundos imobiliários;HGLG11;C;5;168,55;NU INVEST CORRETORA DE VALORES;0;0;0;0
23/09/2020;Fundos imobiliários;BCFF11;C;5;90,96;NU INVEST CORRETORA DE VALORES;0;0;0;0
